question_id,question,expected_answer,answer,answer_correctness,context_precision,context_recall,faithfulness,status
206,What are the benefits listed on the Tech Mahindra pay slip with their current amounts?,"Life Insurance 8.30, DepLifeBC&Q 1.37, AD&D 4.00, Dental 72.44, ExtHealth 142.90",The provided contexts do not contain enough evidence to determine the benefits listed on the Tech Mahindra pay slip with their current amounts.,0.0,0.0,0.0,1.0,complete
207,What is the pest inspection fee?,50,$50,1.0,0.99999999995,1.0,1.0,complete
208,What is the electronic document delivery fee?,50,$50.00,1.0,0.99999999995,1.0,1.0,complete
209,What is the tax service fee?,80,$80,1.0,0.99999999995,1.0,1.0,complete
210,What is the title courier fee?,50,$50,1.0,0.99999999995,1.0,1.0,complete
211,What is the document preparation fee?,75,$75.00,1.0,0.8333333332916666,1.0,1.0,complete
212,Who is the check deposit from on July 5th?,"Vision Media Inc, 4500.00",29484 VISION MEDIA INC,0.5,0.9999999999,1.0,1.0,complete
213,What was the ATM deposit on July 30th?,4022.00,"4,022.00",1.0,0.9999999999,1.0,1.0,complete
214,What is the extended health benefit amount?,142.90,142.90,1.0,0.9999999999,1.0,1.0,complete
215,What is Akshay's year-to-date net pay?,25712.38,"$25,712.38",1.0,0.0,1.0,0.0,complete
216,What is the purpose of this loan?,Purchase,Purchase,1.0,0.99999999995,1.0,1.0,complete
217,When was the Loan Estimate issued?,10/05/2015,10/05/2015,1.0,0.9999999999,1.0,1.0,complete
218,Does the loan allow assumption?,Will not allow assumption on the original terms,"The loan will not allow assumption of this loan on the original terms, but will allow, under certain conditions, this person to assume this loan on the original terms.",0.6666666666666666,0.9999999999,1.0,1.0,complete
219,What is the hazard insurance monthly amount on the Fees Worksheet?,39.58,$39.58,1.0,0.6388888888675925,1.0,1.0,complete
220,What is the total estimated funds needed to close on the Fees Worksheet?,95641.53,"$95,641.53",1.0,0.9999999999,1.0,1.0,complete
221,Is there a confidentiality clause in the employment contract?,"Yes, the employee must not disclose confidential information about the employer's financial status and activities","Yes, there is a confidentiality clause in the employment contract.",0.6666666666666666,0.9999999999,1.0,1.0,complete
222,Can the employment contract be transferred to a new employer?,"Yes, the employer can assign it to a successor employer with the employee's consent","Yes, the employment contract can be assigned by the Employer to any successor employer with the consent of the employee.",0.6666666666666666,0.9999999999,1.0,1.0,complete
223,Who is the account holder on the bank statement?,KE CONTRACT LLC / KE 2 CONTRACT LLC,KE: CONTRACT LLC,0.6666666666666666,0.9999999999,1.0,1.0,complete
224,What type of checking account is this?,TD Business Premier Checking,TD Business Premier Checking,1.0,0.49999999995,1.0,1.0,complete
225,What is the wire transfer account number for the title company?,153497036480,153497036480,1.0,0.9999999999,1.0,1.0,complete
226,What is the insurance premium deduction year-to-date on the Tech Mahindra pay slip?,170.80,The answer cannot be determined from the supplied contexts.,0.0,0.0,0.0,1.0,complete
227,How much was the check deposit from Vision Media Inc?,4500.00,"4,500.00",1.0,0.9999999999,1.0,1.0,complete
228,What is the employer's name on the Tech Mahindra pay slip?,Tech Mahindra Limited,Tech Mahindra Limited.,1.0,0.9999999999,1.0,1.0,complete
229,What is the ABA routing number for US Bank?,122235821,122235821,1.0,0.9999999999,1.0,1.0,complete
230,What is the employer's city on the Tech Mahindra pay slip?,"Toronto, Ontario",Toronto,0.6666666666666666,0.9999999999,1.0,1.0,complete
231,What is the property address on the Ticor Preliminary Title Report?,"1234 First Street, San Diego, CA 92101","1234 First Street, San Diego, CA 92101",1.0,0.19999999998,1.0,1.0,complete
232,What is the term of employment in the contract?,indefinite term until terminated in accordance with the provisions of this agreement,The employment shall commence from the date of the agreement and continue for an indefinite term until terminated in accordance with the provisions of the agreement.,0.6666666666666666,0.3333333333,1.0,1.0,complete
233,What is the basic pay on the Unknown and Co. pay slip?,3400,The answer cannot be determined from the supplied contexts.,0.0,0.3333333333,1.0,0.0,complete
234,Can the employee assign the employment contract?,"No, this agreement may not be assigned by the Employee","No, the employee cannot assign the employment contract.",1.0,0.9999999999,1.0,1.0,complete
235,What is the total deductions amount on Joe Boe's pay slip?,730,The answer cannot be determined from the supplied contexts.,0.0,0.3333333333,0.0,0.0,complete
236,What is the basic pay on James Bond's pay slip?,8000,The basic pay on James Bond's pay slip is 8000.,1.0,0.49999999995,1.0,1.0,complete
237,How much was the overtime pay on the Unknown and Co. pay slip?,210,The overtime pay on the Unknown and Co. pay slip was $210.,1.0,0.3333333333,1.0,1.0,complete
238,What governs the entitlements and termination of services?,"Labour and Employment Act, 2007 and its regulations and laws of the land","The entitlements and termination of services will be governed by the Labour and Employment Act, 2007 and its regulations and laws of the land.",0.8,0.9999999999,1.0,1.0,complete
239,What is the notice period after probation for terminating the contract?,1 month advance notice,"The contexts state that after probation, the employer may terminate the employment at any time for just cause without advance notice or compensation in lieu of notice. However, the contexts do not specify a notice period for termination by the employer *without* just cause after probation.",0.0,0.49999999995,1.0,0.5,complete
240,What is the maximum dollar limit for Covered Risk 19 on the expanded loan policy?,"$25,000.00","$25,000.00",1.0,0.9999999999,1.0,1.0,complete
241,What is the escrow officer's email on the title report?,escrowteam@ticortitle.com,escrowteam@ticortitle.com,1.0,0.99999999995,1.0,1.0,complete
242,What is the title officer's phone number?,(619) 260-0000,(619) 260-0000,1.0,0.9999999999,1.0,1.0,complete
243,What address is the Ticor Title office located at?,"2878 Camino Del Rio South, Suite 500 San Diego, CA 92108","The Ticor Title office is located at 567 Main Street, San Diego, CA 92108 and 2878 Camino Del Rio South, Suite 500, San Diego, CA 92108.",0.3333333333333333,0.4499999999775,1.0,1.0,complete
244,What is the purchase price shown on the Fees Worksheet?,"475,000.00","$475,000.00",1.0,0.5833333333041666,1.0,1.0,complete
245,What is the term shown on the Fees Worksheet?,360 / 360 mths,FEES WORKSHEET,0.0,0.9999999999,1.0,1.0,complete
246,What is the Covered Risk 21 maximum dollar limit on the expanded loan policy?,"$5,000.00","$5,000.00",1.0,0.9999999999,1.0,1.0,complete
247,What is John W. Smith's overall GPA?,3.4,3.4,1.0,0.9999999999,1.0,1.0,complete
248,What was John W. Smith's role at The Wesley Center?,Counseling Supervisor,Counseling Supervisor.,1.0,0.9999999999,1.0,1.0,complete
249,How much is the AD&D benefit on the Tech Mahindra pay slip?,4.00,The AD&D benefit on the Tech Mahindra pay slip is 4.00.,1.0,0.49999999995,1.0,1.0,complete
